unit,DeepSurv_p1,DeepSurv_p2,DeepBranched_p1,DeepBranched_p2,NN_joint_ideal_p1,NN_joint_ideal_p2,NN_joint_mis_p1,NN_joint_mis_p2,CMGP_Cox_p1,CMGP_Cox_p2,Actual_Failure_Mode
51,0.96,0.04,0.99999404,5.954049e-06,0.96,0.04,0.96,0.04,1.0,0.0,1.0
52,0.9066666666666666,0.0933333333333333,0.9999521,4.797433e-05,0.8933333333333333,0.1066666666666666,0.8933333333333333,0.1066666666666666,1.0,0.0,1.0
53,0.8529411764705882,0.1470588235294117,0.9999112,8.8796885e-05,0.9117647058823528,0.088235294117647,0.9117647058823528,0.088235294117647,1.0,0.0,1.0
55,0.8,0.2,0.9999474,5.2623265e-05,0.84,0.16,0.84,0.16,1.0,0.0,1.0
56,0.8133333333333334,0.1866666666666666,0.99997175,2.8273795e-05,0.84,0.16,0.84,0.16,1.0,0.0,1.0
57,0.8266666666666667,0.1733333333333333,0.99998,2.0010262e-05,0.8933333333333333,0.1066666666666666,0.8933333333333333,0.1066666666666666,1.0,0.0,1.0
58,0.9466666666666668,0.0533333333333333,0.9999976,2.4142898e-06,0.9333333333333332,0.0666666666666666,0.9333333333333332,0.0666666666666666,1.0,0.0,1.0
59,1.0,0.0,0.99999154,8.5094e-06,0.9866666666666668,0.0133333333333333,0.9866666666666668,0.0133333333333333,1.0,0.0,1.0
60,0.96,0.04,0.9999566,4.343871e-05,0.9466666666666668,0.0533333333333333,0.9466666666666668,0.0533333333333333,1.0,0.0,1.0
111,0.0,1.0,7.0928036e-05,0.9999291,0.0133333333333333,0.9866666666666668,0.0133333333333333,0.9866666666666668,0.0,1.0,2.0
112,0.2,0.8,5.839363e-05,0.9999416,0.2666666666666666,0.7333333333333333,0.2666666666666666,0.7333333333333333,0.0,1.0,2.0
114,0.0,1.0,3.4824523e-05,0.9999652,0.0266666666666666,0.9733333333333334,0.0266666666666666,0.9733333333333334,0.0,1.0,2.0
115,0.2,0.8,3.5416757e-05,0.9999646,0.2133333333333333,0.7866666666666666,0.2133333333333333,0.7866666666666666,0.0,1.0,2.0
116,0.0133333333333333,0.9866666666666668,3.5051355e-05,0.99996495,0.04,0.96,0.04,0.96,0.0,1.0,2.0
117,0.0266666666666666,0.9733333333333334,4.00339e-05,0.99995995,0.04,0.96,0.04,0.96,0.0,1.0,2.0
118,0.04,0.96,4.617378e-05,0.99995387,0.0533333333333333,0.9466666666666668,0.0533333333333333,0.9466666666666668,0.0,1.0,2.0
119,0.0133333333333333,0.9866666666666668,3.1353913e-05,0.99996865,0.0533333333333333,0.9466666666666668,0.0533333333333333,0.9466666666666668,0.0,1.0,2.0
120,0.08,0.92,3.4275057e-05,0.99996567,0.08,0.92,0.08,0.92,0.0,1.0,2.0
