Units,CMGP_Cox_p1,CMGP_Cox_p2,CMGP_Cox_p3,Actual_Failure_Mode,DeepSurv_p1,DeepSurv_p2,DeepSurv_p3,DeepBranched_p1,DeepBranched_p2,DeepBranched_p3,NN_joint_p1,NN_joint_p2,NN_joint_p3
11.0,1.0,0.0,0.0,1.0,0.9333333333333332,0.0,0.0666666666666666,1.0,7.786717e-12,1.5852392e-15,0.9466666666666668,0.0266666666666666,0.0266666666666666
12.0,1.0,0.0,0.0,1.0,0.9866666666666668,0.0,0.0133333333333333,1.0,5.1032286e-11,4.991717e-16,0.96,0.04,0.0
13.0,1.0,0.0,0.0,1.0,0.9733333333333334,0.0133333333333333,0.0133333333333333,1.0,6.392671e-11,3.2630786e-14,0.9333333333333332,0.0133333333333333,0.0533333333333333
14.0,1.0,0.0,0.0,1.0,0.9333333333333332,0.0,0.0666666666666666,1.0,7.326257e-11,3.1430663e-15,0.8933333333333333,0.0266666666666666,0.08
15.0,1.0,0.0,0.0,1.0,0.9466666666666668,0.0133333333333333,0.04,1.0,1.2420895e-11,3.6333979000000004e-16,0.8933333333333333,0.04,0.0666666666666666
16.0,1.0,0.0,6.533273830221595e-41,1.0,0.9466666666666668,0.0,0.0533333333333333,1.0,3.1907775e-12,2.4256798000000003e-16,0.9066666666666666,0.04,0.0533333333333333
17.0,1.0,0.0,9.089704657643288e-40,1.0,0.9733333333333334,0.0133333333333333,0.0133333333333333,1.0,7.68661e-12,8.091423e-16,0.9066666666666666,0.04,0.0533333333333333
18.0,1.0,0.0,0.0,1.0,0.9333333333333332,0.0266666666666666,0.04,1.0,1.4277207e-11,4.3133374e-15,0.92,0.04,0.04
19.0,1.0,0.0,0.0,1.0,0.9866666666666668,0.0133333333333333,0.0,1.0,9.039704e-10,1.03596636e-13,0.9733333333333334,0.0266666666666666,0.0
20.0,1.0,0.0,0.0,1.0,0.9733333333333334,0.0,0.0266666666666666,1.0,2.6151963e-09,7.393392e-13,0.9333333333333332,0.04,0.0266666666666666
21.0,1.0,0.0,0.0,1.0,0.9333333333333332,0.0,0.0666666666666666,1.0,2.3878193e-11,6.826829e-15,0.9066666666666666,0.04,0.0533333333333333
22.0,1.0,0.0,3.279255870105115e-35,1.0,0.9733333333333334,0.0,0.0266666666666666,1.0,4.697942e-12,7.018107e-16,0.9466666666666668,0.0266666666666666,0.0266666666666666
23.0,1.0,0.0,0.0,1.0,0.9866666666666668,0.0,0.0133333333333333,1.0,2.0412253e-12,2.4633804000000003e-16,0.96,0.0266666666666666,0.0133333333333333
24.0,1.0,0.0,0.0,1.0,0.96,0.0,0.04,1.0,1.2603737e-09,3.2428468e-13,0.9466666666666668,0.0133333333333333,0.04
25.0,1.0,0.0,0.0,1.0,0.9333333333333332,0.0133333333333333,0.0533333333333333,1.0,8.601636e-12,1.804738e-16,0.8933333333333333,0.04,0.0666666666666666
26.0,1.0,0.0,0.0,1.0,0.9466666666666668,0.0133333333333333,0.04,1.0,8.9623964e-10,4.0547593e-14,0.9066666666666666,0.04,0.0533333333333333
27.0,1.0,0.0,0.0,1.0,0.9333333333333332,0.0266666666666666,0.04,1.0,1.0792177e-12,2.7341816e-16,0.9333333333333332,0.04,0.0266666666666666
28.0,1.0,0.0,0.0,1.0,0.9333333333333332,0.0133333333333333,0.0533333333333333,1.0,1.7630242e-10,2.3270584e-14,0.9333333333333332,0.04,0.0266666666666666
29.0,1.0,0.0,0.0,1.0,0.9733333333333334,0.0266666666666666,0.0,1.0,9.1446745e-10,4.7310254e-15,0.92,0.0533333333333333,0.0266666666666666
30.0,1.0,0.0,0.0,1.0,0.9733333333333334,0.0133333333333333,0.0133333333333333,1.0,5.0304366e-12,7.260439e-16,0.96,0.0266666666666666,0.0133333333333333
41.0,0.0,1.0,5.221125252343497e-19,2.0,0.0133333333333333,0.96,0.0266666666666666,1.6217792e-31,1.0,1.0172167e-31,0.0,0.9733333333333334,0.0266666666666666
42.0,0.0,1.0,0.0,2.0,0.0133333333333333,0.96,0.0266666666666666,2.4365218000000002e-30,1.0,3.8008622e-30,0.0,1.0,0.0
43.0,0.0,1.0,1.0053372219210502e-18,2.0,0.0,0.9733333333333334,0.0266666666666666,2.5068555e-30,1.0,3.602485e-30,0.0,1.0,0.0
44.0,0.0,1.0,0.0,2.0,0.0,0.9733333333333334,0.0266666666666666,7.9984743e-29,1.0,2.3520217000000003e-28,0.0,1.0,0.0
45.0,0.0,1.0,8.703436645396531e-16,2.0,0.0,0.9866666666666668,0.0133333333333333,2.4951395e-30,1.0,2.622436e-30,0.0,1.0,0.0
46.0,0.0,1.0,0.0,2.0,0.0,0.9866666666666668,0.0133333333333333,4.4809586e-28,1.0,1.5087122000000001e-27,0.0,0.9866666666666668,0.0133333333333333
47.0,0.0,1.0,4.8783250628892725e-19,2.0,0.0,1.0,0.0,1.0597136e-30,1.0,1.21595985e-30,0.0,1.0,0.0
48.0,0.0,1.0,2.5863740233430646e-15,2.0,0.0,1.0,0.0,2.42201e-30,1.0,3.340204e-30,0.0,1.0,0.0
49.0,0.0,1.0,3.003315191958916e-15,2.0,0.0,0.9733333333333334,0.0266666666666666,1.4554418e-29,1.0,3.9483403e-29,0.0,1.0,0.0
50.0,0.0,1.0,3.4797354244125495e-18,2.0,0.0,0.9866666666666668,0.0133333333333333,8.162296e-30,1.0,1.0504771e-29,0.0,0.9866666666666668,0.0133333333333333
51.0,0.0,1.0,6.375350848621031e-19,2.0,0.0,0.9866666666666668,0.0133333333333333,1.1560546e-28,1.0,4.184623e-28,0.0,1.0,0.0
52.0,0.0,1.0,7.056364138801599e-17,2.0,0.0,0.9866666666666668,0.0133333333333333,3.2763555e-33,1.0,1.6790128e-33,0.0,1.0,0.0
53.0,0.0,1.0,2.749046753802812e-17,2.0,0.0133333333333333,0.96,0.0266666666666666,3.7339865e-26,1.0,8.3947256e-26,0.0,1.0,0.0
54.0,0.0,1.0,4.478100402988936e-17,2.0,0.0,1.0,0.0,1.0741457e-30,1.0,8.970989e-31,0.0,1.0,0.0
55.0,0.0,1.0,7.95979856155895e-18,2.0,0.0,0.9866666666666668,0.0133333333333333,5.339242e-29,1.0,1.5552971000000001e-28,0.0,0.9866666666666668,0.0133333333333333
56.0,0.0,1.0,1.4622979648069118e-20,2.0,0.0,0.9733333333333334,0.0266666666666666,2.02065e-29,1.0,4.7329053999999996e-29,0.0,1.0,0.0
57.0,0.0,1.0,1.0256434099449153e-16,2.0,0.0,1.0,0.0,4.2961769999999996e-30,1.0,9.5216e-30,0.0,1.0,0.0
58.0,0.0,1.0,9.472002842697356e-17,2.0,0.0,0.96,0.04,1.5032128e-29,1.0,2.5694888e-29,0.0,0.9866666666666668,0.0133333333333333
59.0,0.0,1.0,4.272693060395196e-16,2.0,0.0,0.9733333333333334,0.0266666666666666,1.0607991e-27,1.0,3.2872446000000004e-27,0.0,0.9866666666666668,0.0133333333333333
60.0,0.0,1.0,1.3715888047858638e-15,2.0,0.0,0.9733333333333334,0.0266666666666666,8.109597e-30,1.0,1.8615952e-29,0.0,1.0,0.0
61.0,0.0,1.0,2.4089021449871263e-18,2.0,0.0,0.96,0.04,6.746963e-29,1.0,2.5497666e-28,0.0,0.9733333333333334,0.0266666666666666
62.0,0.0,1.0,0.0,2.0,0.0,0.9866666666666668,0.0133333333333333,3.1546759999999996e-26,1.0,6.896941999999999e-26,0.0,1.0,0.0
63.0,0.0,1.0,8.885846282466153e-18,2.0,0.0,0.9733333333333334,0.0266666666666666,1.889469e-29,1.0,4.2389900000000005e-29,0.0,0.9733333333333334,0.0266666666666666
64.0,0.0,1.0,9.460772790547155e-19,2.0,0.0,0.9866666666666668,0.0133333333333333,8.342618e-28,1.0,2.7006738e-27,0.0,0.9866666666666668,0.0133333333333333
65.0,0.0,1.0,1.31953577144089e-15,2.0,0.0,1.0,0.0,2.2532007e-29,1.0,4.6796212999999997e-29,0.0,1.0,0.0
66.0,0.0,1.0,3.499817847673009e-16,2.0,0.0,1.0,0.0,2.5176191e-29,1.0,5.728127e-29,0.0,0.9866666666666668,0.0133333333333333
67.0,0.0,1.0,0.0,2.0,0.0,0.9733333333333334,0.0266666666666666,8.510889e-29,1.0,2.1258554e-28,0.0,0.9866666666666668,0.0133333333333333
68.0,0.0,1.0,5.601444100315959e-17,2.0,0.0,1.0,0.0,2.001349e-29,1.0,3.1299067e-29,0.0,0.9866666666666668,0.0133333333333333
69.0,0.0,1.0,1.0722124211171197e-16,2.0,0.0,1.0,0.0,1.736999e-29,1.0,3.5388912e-29,0.0,1.0,0.0
70.0,0.0,1.0,1.870138897952148e-16,2.0,0.0266666666666666,0.9733333333333334,0.0,6.2631416e-31,1.0,4.2229430000000005e-31,0.0,0.9866666666666668,0.0133333333333333
71.0,0.0,1.0,0.0,2.0,0.0,0.9866666666666668,0.0133333333333333,8.948674e-30,1.0,2.9068626e-29,0.0,0.9866666666666668,0.0133333333333333
72.0,0.0,1.0,2.0398304610502e-15,2.0,0.0,0.96,0.04,1.1783329000000001e-30,1.0,8.999644e-31,0.0,0.9866666666666668,0.0133333333333333
73.0,0.0,1.0,2.8139781290173988e-15,2.0,0.0,0.9733333333333334,0.0266666666666666,1.270346e-28,1.0,4.18582e-28,0.0,1.0,0.0
74.0,0.0,1.0,1.2821786750274835e-14,2.0,0.0,1.0,0.0,7.1892793e-31,1.0,1.2748207e-30,0.0,1.0,0.0
75.0,0.0,1.0,4.528132256903083e-16,2.0,0.0,0.96,0.04,3.4155555e-30,1.0,5.750521e-30,0.0,1.0,0.0
76.0,0.0,1.0,5.719651915618931e-16,2.0,0.0133333333333333,0.96,0.0266666666666666,1.2968493e-29,1.0,2.1340365e-29,0.0,1.0,0.0
77.0,0.0,1.0,9.1018891080576e-19,2.0,0.0,1.0,0.0,2.3413397e-30,1.0,2.1824017e-30,0.0,1.0,0.0
78.0,0.0,1.0,6.097124737024521e-16,2.0,0.0,0.9866666666666668,0.0133333333333333,1.3548833e-29,1.0,5.767022e-29,0.0,1.0,0.0
79.0,0.0,1.0,3.5220898378672317e-15,2.0,0.0,0.9466666666666668,0.0533333333333333,4.3734307e-30,1.0,8.8428e-30,0.0,1.0,0.0
80.0,0.0,1.0,7.948310677211815e-18,2.0,0.0,1.0,0.0,3.0806212e-27,1.0,9.166038e-27,0.0,0.9866666666666668,0.0133333333333333
81.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.9349036e-29,1.0,1.3550855e-28,0.0,1.0,0.0
82.0,0.0,1.0,3.1603543724609243e-17,2.0,0.0,1.0,0.0,2.966073e-29,1.0,5.660096000000001e-29,0.0,1.0,0.0
83.0,0.0,1.0,2.600547381603757e-12,2.0,0.0,1.0,0.0,8.6072265e-32,1.0,2.8251402e-32,0.0,1.0,0.0
84.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,7.4905927e-32,1.0,5.58355e-32,0.0,1.0,0.0
85.0,0.0,1.0,1.459958561032823e-17,2.0,0.0,0.9866666666666668,0.0133333333333333,4.867728e-28,1.0,1.5744839000000001e-27,0.0,1.0,0.0
86.0,0.0,1.0,0.0,2.0,0.0,0.9733333333333334,0.0266666666666666,7.975076000000001e-29,1.0,2.5671192000000002e-28,0.0,0.9733333333333334,0.0266666666666666
87.0,0.0,1.0,4.9175253306237363e-14,2.0,0.0133333333333333,0.96,0.0266666666666666,4.3346836e-29,1.0,1.6934901e-28,0.0,0.9733333333333334,0.0266666666666666
88.0,0.0,1.0,1.0445730743037221e-16,2.0,0.0133333333333333,0.96,0.0266666666666666,1.4412597e-28,1.0,5.0345614e-28,0.0,0.9866666666666668,0.0133333333333333
89.0,0.0,1.0,3.08968548987619e-14,2.0,0.0133333333333333,0.9733333333333334,0.0133333333333333,1.3558240999999998e-29,1.0,2.166667e-29,0.0,0.9866666666666668,0.0133333333333333
90.0,0.0,1.0,1.979020955986081e-19,2.0,0.0133333333333333,0.9866666666666668,0.0,1.073778e-28,1.0,4.257125e-28,0.0,0.9866666666666668,0.0133333333333333
91.0,0.0,1.0,0.0,2.0,0.0133333333333333,0.9733333333333334,0.0133333333333333,1.4379585999999998e-29,1.0,6.056712e-29,0.0,1.0,0.0
92.0,0.0,1.0,2.1037455631700563e-12,2.0,0.0,1.0,0.0,4.2975956e-26,1.0,9.416578999999999e-26,0.0,1.0,0.0
93.0,0.0,1.0,0.0,2.0,0.0133333333333333,0.9866666666666668,0.0,2.0688455e-28,1.0,7.136037e-28,0.0,0.9866666666666668,0.0133333333333333
94.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.562716e-29,1.0,1.614892e-28,0.0,1.0,0.0
95.0,0.0,1.0,4.184163823726136e-16,2.0,0.0,0.9466666666666668,0.0533333333333333,1.8322664e-28,1.0,6.2518604e-28,0.0,0.96,0.04
96.0,0.0,1.0,5.887259900089468e-18,2.0,0.0,0.9866666666666668,0.0133333333333333,2.8192553999999997e-29,1.0,3.478263e-29,0.0,1.0,0.0
97.0,0.0,1.0,0.0,2.0,0.0,0.9733333333333334,0.0266666666666666,1.7288819e-28,1.0,5.9715774e-28,0.0,0.9733333333333334,0.0266666666666666
98.0,0.0,1.0,3.1829568759037827e-19,2.0,0.0,0.9866666666666668,0.0133333333333333,1.1888852e-29,1.0,1.2329013e-29,0.0,1.0,0.0
99.0,0.0,1.0,6.50308486463305e-16,2.0,0.0,1.0,0.0,1.6770047000000001e-31,1.0,1.5350948e-31,0.0,1.0,0.0
100.0,0.0,1.0,1.4519693198045407e-16,2.0,0.0,1.0,0.0,1.0565536e-29,1.0,1.9406028e-29,0.0,1.0,0.0
111.0,0.0,0.0,1.0,3.0,0.0133333333333333,0.0533333333333333,0.9333333333333332,2.989868e-13,5.2992183e-10,1.0,0.0133333333333333,0.0533333333333333,0.9333333333333332
112.0,0.0,0.0,1.0,3.0,0.0266666666666666,0.0133333333333333,0.96,4.661446e-15,1.5472448e-11,1.0,0.0133333333333333,0.0133333333333333,0.9733333333333334
113.0,0.0,0.0,1.0,3.0,0.0266666666666666,0.08,0.8933333333333333,2.8560309e-11,4.973908e-08,1.0,0.0133333333333333,0.0933333333333333,0.8933333333333333
114.0,0.0,0.0,1.0,3.0,0.0266666666666666,0.0266666666666666,0.9466666666666668,9.67606e-12,1.916976e-08,1.0,0.0133333333333333,0.0266666666666666,0.96
115.0,0.0,0.0,1.0,3.0,0.0266666666666666,0.04,0.9333333333333332,4.5483665e-12,1.1945806e-08,1.0,0.0,0.0666666666666666,0.9333333333333332
116.0,0.0,0.0,1.0,3.0,0.0266666666666666,0.0266666666666666,0.9466666666666668,8.871618e-12,7.3549247e-09,1.0,0.0133333333333333,0.04,0.9466666666666668
117.0,0.0,0.0,1.0,3.0,0.0666666666666666,0.0266666666666666,0.9066666666666666,7.874951e-14,1.8679658e-10,1.0,0.0266666666666666,0.0533333333333333,0.92
118.0,0.0,0.0,1.0,3.0,0.0133333333333333,0.04,0.9466666666666668,1.5121088e-12,2.1543502e-10,1.0,0.0,0.0666666666666666,0.9333333333333332
119.0,0.0,0.0,1.0,3.0,0.0266666666666666,0.0133333333333333,0.96,5.627233e-14,1.323124e-10,1.0,0.0266666666666666,0.0133333333333333,0.96
120.0,0.0,0.0,1.0,3.0,0.0266666666666666,0.04,0.9333333333333332,3.5559659e-12,1.0561537e-08,1.0,0.0133333333333333,0.08,0.9066666666666666
121.0,0.0,0.0,1.0,3.0,0.0,0.0666666666666666,0.9333333333333332,4.169281e-12,8.601452e-09,1.0,0.0,0.1066666666666666,0.8933333333333333
122.0,0.0,0.0,1.0,3.0,0.04,0.0133333333333333,0.9466666666666668,1.419357e-16,4.6683377e-13,1.0,0.0,0.0133333333333333,0.9866666666666668
123.0,0.0,0.0,1.0,3.0,0.04,0.0266666666666666,0.9333333333333332,1.0245915e-11,2.5725763e-08,1.0,0.0133333333333333,0.04,0.9466666666666668
124.0,0.0,0.0,1.0,3.0,0.04,0.0266666666666666,0.9333333333333332,3.8035764e-14,1.0443003e-10,1.0,0.0,0.0533333333333333,0.9466666666666668
125.0,0.0,0.0,1.0,3.0,0.0266666666666666,0.04,0.9333333333333332,1.1915926e-12,2.6668987e-09,1.0,0.0133333333333333,0.0533333333333333,0.9333333333333332
126.0,0.0,0.0,1.0,3.0,0.0266666666666666,0.0,0.9733333333333334,3.6933957e-13,1.7977512e-11,1.0,0.0,0.0666666666666666,0.9333333333333332
127.0,0.0,0.0,1.0,3.0,0.0133333333333333,0.0533333333333333,0.9333333333333332,1.0062624e-11,2.671273e-08,1.0,0.0,0.08,0.92
128.0,0.0,0.0,1.0,3.0,0.04,0.04,0.92,1.0076837e-11,3.5163556e-08,1.0,0.0,0.0933333333333333,0.9066666666666666
129.0,0.0,0.0,1.0,3.0,0.0266666666666666,0.04,0.9333333333333332,2.3648352e-11,4.9735853e-08,1.0,0.0,0.1066666666666666,0.8933333333333333
130.0,0.0,0.0,1.0,3.0,0.0266666666666666,0.04,0.9333333333333332,8.574921e-15,2.5938772e-11,1.0,0.0,0.1066666666666666,0.8933333333333333
131.0,0.0,0.0,1.0,3.0,0.0666666666666666,0.0266666666666666,0.9066666666666666,6.3029314e-15,1.9190967e-13,1.0,0.0266666666666666,0.0533333333333333,0.92
132.0,0.0,0.0,1.0,3.0,0.0133333333333333,0.0266666666666666,0.96,6.734007e-13,9.945192e-10,1.0,0.0133333333333333,0.04,0.9466666666666668
133.0,0.0,0.0,1.0,3.0,0.0266666666666666,0.0133333333333333,0.96,2.3489888e-15,6.745838e-12,1.0,0.0,0.0666666666666666,0.9333333333333332
134.0,0.0,0.0,1.0,3.0,0.0533333333333333,0.0266666666666666,0.92,4.5142346e-13,8.8697655e-10,1.0,0.04,0.0533333333333333,0.9066666666666666
135.0,0.0,0.0,1.0,3.0,0.0533333333333333,0.04,0.9066666666666666,1.2992516e-13,5.0166676e-12,1.0,0.0133333333333333,0.08,0.9066666666666666
136.0,0.0,0.0,1.0,3.0,0.0133333333333333,0.04,0.9466666666666668,1.0821591e-12,2.3334157e-09,1.0,0.0266666666666666,0.04,0.9333333333333332
137.0,0.0,0.0,1.0,3.0,0.0,0.0133333333333333,0.9866666666666668,9.831624e-12,1.4127859e-08,1.0,0.0,0.04,0.96
138.0,0.0,0.0,1.0,3.0,0.08,0.04,0.88,1.7550623e-14,6.2547943e-13,1.0,0.08,0.0533333333333333,0.8666666666666667
